TICKET_NUMBER,TICKET_CREATE_DTTM,TICKET_CREATED_BY,TICKET_TYPE,SAP_CODE,SAP_NAME,REQUESTED_BY,COUNTRY,BL_CD,SERVICE_TYPE,SUBJECT,CALLBACK_DATE,CALLBACK_TIME,REFERENCE_TICKET_NUMBER,REQUEST_MISSING_DOC_DATE,APPROVING_STATUS,APPROVING_DATE,SAP_CREATED_DATE,STAGE,STATUS,TICKET_CLOSED_BY,TICKET_CLOSED_CODE,TICKET_CLOSED_NOTE,TICKET_CLOSED_DTTM
MATE---2025---000013,2025-08-10 08:55:41,GATES,Material,,ufMoVYOnfXrnDJYnjArLrnxmBBcECFybBcVLuBCNidubjRSfSNMRNKXypQEupnCGHKiwUhqMdRZyHMrvjLPOuJxROEKsxBcKmpDH,jNlHwxbDcDhmhcbFMQAHJTniUYrklxZdocdAGImmPCMCSrgUnvXLTsuuZKyEMuNasUHsXQjqCnVCgeTbrlpnMboGxMCtkSdemBZK,NP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-11 09:53:37,GATES,Material,,hOkdPjDYaJHueTizSBTZonGosLckZqjQtRYweVGEhBwRWNYysnBUfPAnqahkdnsMaGPCcLetGWJsdmmYTBXfmzrkktTYDYndNVZs,JRHaZdvbqlGlUwiDpFKOUVjrdKFLnWTwmkvFzVxoiHJziwiPZCXheaEuihCVBidrBgrqugkGcCgFYCEPSOOwkrvdNVjZVKdeOhAc,NF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-07 07:48:06,GATES,Material,,liYqWVaQyAjtNyStzrWHGWPwHWwOzfxGmXCyPbgCTiAZYBCCOIOGKVZVNTuNsXfQnULpSbdCuEPETJxMzrVTmdBaivatIBIaNbOj,VTJCqtUWczNdSIpZgdiGXkOemixjwdoSxSAFyapOgMlvwWoAgYBSmmktzvtcKLechmuzCLBjYwRVaMNyhkeFpjhImEqPIxtAApqN,NW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-16 11:40:47,GATES,Material,,oslmlJhUqLcYDiRxAdXSvfIJaltOaeNwBPepCDinUQEwEVwqhKkoKlUjaxeiVfFLqNUtnbDnyMZMpbUqPxBprDtOFeNkeWlEkfir,TCXvsmsYFCQgHifIenltOEEhGyeRYbLvPJxYpxgpWMpAkZVrUcxVWigbwtLDJAQmRsHizTGxXogAIEgDqEMMgTJwzMvnpekizEBp,LM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-23 20:10:41,GATES,Material,,POzNMmHosibJpbfWzlHXgXXnPvmdTCWWzMMJqjBvkGEyffdZAmnKfOluJtZFQxIKRFMTLLiVqOYOzKcXnWEpvysniBqedgYHWOoX,qAsKcfNdWzXvuVWtUdtncgaBYhPFSNUPIYXMkMXhqCOGwpziRVQzMFAzWvEievoBlbUQxISwmIpcpArgEjzIyzevhaLTOlNEcPEv,IL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-14 22:03:07,GATES,Material,,WNWGjOxsLXyYyFCyuvanHoxxTSxsRqlWpaOgQEJwyTpObgYCjguPQEionFrpUrWOBotKvMTwTxUlTqXyoRroklSNcASIKJpVhdzo,MUpRMChVWMVAejwXwNjrakWjZMbmqXJkJjRjQSOmKPWjfwWvdpLcxefLdbKAEYZBgpZuuITVFKdHgBkNhWdlXarRRRUusaUljMSz,NG,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-30 06:38:11,GATES,Material,,vtbHkJkdWxlLNmvqIAjJTsbTbbSZXeBrqzajEnwyJNTmVwltgxUhCckwjkqWnYqFyWAsJZUmbOiuhoQHPxqlkmGlSDapULDAauuW,iXDICiiQfXRMpYbeJeLmgTHYPMSKSqvyAviPBbkLSOMaUMyWGspdbozvYeGeDgVfrFZCRAiunXfybrUcXwecjElbvErzNyKjVcTG,NB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-08 14:44:52,GATES,Material,,JhWpVkUotJHaIMiqPBEhraTjyPTkCAhBOvWBkqryKMqWgBwrzCcuDrpiGaLghwIWZGhOGuuSAwUhcDaOOAckmreTeRdUSSEsQNnd,McWEdsADHiNONcdmNnxNYeMIfrLXRbABChoSAVMAlrSfoMWbPonpLtnAQCDXsySUffMQNUKjotQVDsffXnSwLsxGrWodukWIQOWj,UL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-03 05:31:45,GATES,Material,,VtEXNsIFWpoHQmQIsLswRzlGHfgdbuSUEgBkYPeWdinTaepoCoeluWvmZExtnfudHLsReVnBTKZiSvcTaEOxYpUyLpOnyINRzDjj,nvDfKtgBcLOZqMtHhORifVhemAdWTGzdGuermCaDUGUyHYJEFEnWcYbigAoQGSvTHnUCsHCNNmLVungFuayxvvYHkJLrPwMprxKx,IP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-29 18:50:59,GATES,Material,,inVfgiUiONHHAczopNaQItUXavjzueHJRWpOcVXYdbHruSHZRQDjtRiNXaeNJMlKNSThMFDnAbVzhqdwXrlFSdIUJrriDggoIcdG,BPkbYhVDNmDcLLetlhguCwBHTGfUKABNwdNJAawOiClIhdAKvTWdrXYnkUIsWRVhaHgCJqOWIZfCDfFjUfEBDdTGFwLUvndrsvYX,PO,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2024-12-30 19:41:18,GATES,Material,,FMzJynUPbNCsMgrqtuFoZMvFuXEwWUzLYIFujviYHzKlDELwUCwrJesYgZvzklSIjRnMajDwOltmUOArgyzzmIqeDJmRVLBrTOCH,zDttNArNTIbuBnAfWhSUZjZGhtLFvIIJbeiNEcaiESzHiVownTrEzUvDTLBKeKVXwCaISuVwzQmRcQMABVBuyQBuRlSXELtSPrlK,SJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-16 23:24:00,GATES,Material,,nPjkuaNmKxCHVGORYxgVTbrbjiWKBxskZCbxcQisMuCqhqBUtWRHRjYRZNWnktypKsGCHvxXSkuiPXkvEoiizjZgmyiIXAFeQBtN,gYLEgKKFnwFSbSGZtjEupcCSKLFxxewgFVqxmKNzacGPzTiGXuFYviCMaTMrlCpFSWNEakEcpaVdKEUlKPDtbfXewAZJeQWBImhi,QV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-13 01:42:38,GATES,Material,,MUtuzdYFneGEXadhNqjPPnHgoQwVIoXKYXtwOUGPxdTzQamtXJtPnDXnlpMpjebzoZIisEjktFqinuOsNdLmkKaoDejNMKPCHzVF,wPApHHmMxSASoxMNUDGaAZwDcFeswQMroMUplGOFkIhoyVeEMUeprklMsUrtKiKfCAfeXTWaZFKtmGuEmgzkVANBbvBYqjhhATEV,XJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-04 22:47:59,GATES,Material,,JeqXmBCQqpBXyxXPuEmjlImSzYuzfQllzoKOsIRsiTnViccxvAylgxiBcRQhUMzsmcSNfjmcwWuFFdTewNIsLDnYFnuSxbOLoIiw,JpWqdbrZJmwYRIZHoPGOrQtBuAMRyzhOUCUgkXMmovMTDCKpudBFWMVkGwupshGEVxFPziIgMwzfwJfCGapQDyPSrhSvgPtzlTHj,ZE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-05-05 11:31:53,GATES,Material,,RKbSHqUUFUtVKwhcdAjynWHAazpmhritKsUdPkHqpEvsTTIEbwjLmgwTFegINDdmFoZjjRBtSdZGhrReZtNOkLbnheEJTZbveEfW,yiRODIkrKSKSmEcsjggKkOxWGYMAPBrvXdDzFxaoVpcuTQZIvaqnmwyCzNsBaciEAAdOEtFGOrLmRHgdCBtMAjeNWjjRvOwnWjzT,XX,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-25 22:15:19,GATES,Material,,BuTUHWtzYcrBFVYhBAaEkdmTFMSSUEzUYEUEDVyGhRMdxprRCSLWjWRdvoYYhnAbRxsqUbwgJdkQeVeSgKEyfyKPCcTzxTudiGcr,yhMLlImPChjMKVdvovetXmLDEMxMpLZzlNWCjaSbnhPeomNWejVwYfsAlKzdyNFZPWnuOSsbkOKRtKrLPtAuQxETaRGzYHaGjUdd,OS,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-18 05:35:23,GATES,Material,,xteZjzBEbhnCBpngCXqRZUjIgCqZjCygaCUjrzUyeTxqMLBGNXTpCaFhUXRTrKtYBbqHpzxPxqkfrUjEjbWMvSqflySZIBBmlFRF,qAPgUQCwVaqyGoIqbHYTUgktjGcJEIJbqaFSHiKUGehqmYONhFeqULfcTEEeqXZHSGBHwIcqvjdVxESoDXZnlqcIsimOeCJQkMqH,IA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-20 07:50:33,GATES,Material,,qnwjurmukfpdwcUHvJkhHCIIEgLxWYkeEHOKYslgcNegLdTstdvUINZpDjwNaWLWEbhVeqmIVLUiklWPfXAcCVMTnYgIdJKLYzYl,zizmvfjsAwkltoWUEaREpmSWwikYDxbLQtfAurMoGyczvxQVexdHYaXSsaAFfawoHXKZhWhXwMRvTDQOFMiLWepiRfbHujnZTpct,AQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-12 20:03:40,GATES,Material,,vojHEoerExyhaJVMASLnsXPWDDUDAtnfDFkZTzUvDbnGhWHcMzFGNybocRqerCqTkjjBXLdWKCaqGOiRSQhFFCGRVcUJtIIeLbMm,gJOwgDGdtfOlrBgqdVspscfOtMzryoLLalQldIhZxFDYlDJynbKTSympEasUmdoLoBgzIZnlWgcrFlLZeylFwXLwdpWrbTWEHxyM,ZY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-26 11:50:32,GATES,Material,,SwKbWYqdJRkxVLleSSUgVOEqzHibYNYTJUsRUzXIZQNvBPHVaYtwwhKFkxoCvzlIpFuopQrnLZBLUnZXFXmXTZLtVRuKTYJiJUnl,RrbJIAqcKZNAkSAbeNytsFkcYVfgIEnHfqgvHNtMygDjdMHleZUwfXWVboXhGrDVTeooPubPBYrEElreBItCJDQtvjceQvmsFhhV,YZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-20 14:20:31,GATES,Material,,lwgMvFkVAqhntJXwcdHdtnfaYCltMrBxiHebWHFIGgWchHSKIBbGivbYYOXNCbwekGsOglaQhaFrGrLShkFtweLamWLmfaSnHDMq,xQnBLMTcOmKdkWmLQHicxClGvxDJNIAtiukRGgtYtaCnNdvrbZyKbBKFdtEPZQkGylbVjMEegKEpOtTMTALqPifWCclMhnKuLJIX,IV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-29 04:01:41,GATES,Material,,ijTMLlOSdXbthTZrJDeTmHXvaykbMnpqqPtdzAEXQGeNWnEGgwrHeqQjpWMQESlWhPKUvMLPnDyCWpskigqtEiXArNrAgvXwEtut,AiGFvOvqHIrgqTuRsdRaYzNKCmnTFzhGpOjsKHnUPnyGtYQZJLFKRYTPzPJdMDSlCdGmjITwPeAfzjmEiOLzAtVGhiFIdlaVHhBE,NY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-14 14:53:24,GATES,Material,,eXUvQYngfopEzRhPhVFaHrIfiLzwOedbErlUntSZsRNXQHRkIWajRvfZMnzbAsNdqFSQfUzkfPTMswpLjTnGPfrVYYoJJWZuiXBf,DlFrhJxiVWrMlFaduUDCTAzpVcmxGCkQYdeBAEITKfrtwwQzuNjzqcXfoMhhcZWDgWuJlhvqvfuovmKAbEezKwoYzXUtPEWQcUBT,YJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-19 03:20:58,GATES,Material,,djAIPISWhRFExDVCmfMmcbYcUAKRZyMYznBWAgYDnAgiqaheoYAIkAkLtGoQsVVqUChbgTbLgFQMlpnGudYCUKqHMRPqkDWjQGHj,ZPBSiPqRYyaaxbHkqIcJQSIPgMHusYHKmtKRSpCPjSebuCqDVCBMrxTHayIdCuzwnHdcnHHVwIjymcGRCkEXGlXIAqyrHrYgNWnF,WU,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-21 19:05:06,GATES,Material,,sJbOEwTXdhULGSrTzKfPgDWknVQoLHMNVlHBOxAvzLMlQAXYSUDVNEShtxKcYxQnKpzjlnqTvtZDNdnqYxTgVFnAoVzplVQBGGNn,osoiZfbDbMaBLyDittNXDmhpaysMgJEBkHSekqYuFGlAwubqMeUxzabkYlJvFxnMBMqVUJMnFAyYMcwTaGeBJjZMaWGOAFYQECMQ,XB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-23 02:30:36,GATES,Material,,ybqRQrUDvzxgToVfPuPOSZGBpgZpUevSGNsKgJPyBkfikorxwkHSBwuNjFuEgXhTxObPudKHJltObXDbdKFxPHDHrhcqJQawjLDx,bwZRWsFVMRcrPoUDWEPCRRplDkKvcAgfetfaUckYWqomyKGdZJPgnnrDZBwVaUWWjqCdCAnlrOYdeXvSXUOBTZoenzMxkHQhAlyH,XF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-12 14:21:39,GATES,Material,,IbUyAyfOqxGNEbPyaJurSrbFzXkDmQlkldIoBUWSHzENfRQxNuPzTUtnkVtowPnGTWuypxCNQECCKXoHmvHizGFtWJfdCiYFuSAJ,twtnptcIPvBBOzTKqxuocXYBGnlwDjzqOQNKeJgpkupBBPXhrGGaUDxjwojTDCUGGDBVndqJrbWPGKqvaQomXANIdEpJiUEeacDp,II,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-22 04:47:02,GATES,Material,,BUMjwONvHLyichalChrlfZNyNUdqueoWpuDrrOzdAYbLFtKpmRqiFvqfsPHVEdTJZgGThLgMIkQdVVFMMopQncqNXhuwQibhtIYg,YMZZwHvhFDbEopSmjFXEcBejJwolBqwFHkMDjGFXbNmlosPaxKIqThcJsmSTzxSGgFSvBAzvdxWkZVsccjScIJlEqepRjpGELeGv,RJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-18 12:37:39,GATES,Material,,meVqrIlrIhJibkXGELlFQJPFhrujHmIdLpBNtUYFRIDsuSLKFsbDDeFraiKqlAElBmTSbRSGnkDUpBFgEmqAGRmOQqZKekKijoOc,EAJrUVHTHICcnZycKmPJSlxWogxDEqoaoGbcSlBAOfZnsBNtgaREOlrveCHVbzdgroRvupqHnUNLCxIZVFXzGRkXkObdsPAtAzsm,RE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-29 20:21:12,GATES,Material,,NbGhUorLREitQdpUxWKrDIZMIrpFhZboZNNCcZFdskhYCbcOobrjdwyiAZJdNGxdUDwMdgwxMoqDORxAmngrKzyPBYVvFnAobZUW,pvruGXCcnOqRPoDcUQAlHZNhYzaChGpBAjekPxMNTxXnJvwFJbaDWmAkuNCLpLOBciQdAzUEVsbfqjsdjqnbAExiBQVvjZWPHASY,LN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-01 22:28:56,GATES,Material,,MlRZFmvmBBsoRdSPEQPoQUGTNbkEUWvmwVOuVzhoLdImQBVdVKlMIYDdrqdxuuPgdHnhynyogQVvecVBcZLxkAErRnkPnxYEstfJ,gpybeUgqXheEHQcnrabtOxpySOeHQidRAsZnjCwbOuwbfFFFZmeKPxZVXXmatlmeIyrYFbPYbfAnDJBRcxlvKhEieZqYHQfpKgSj,AP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-09 02:01:35,GATES,Material,,qVBdQpCYdTnaNusGdEAdMiamRvECQpjkPYfafuqcpRaBrwKBciCexbYMAVotWIiBnFiTpYBxtUgxLJldlbeCEtBIpXacUWooQhXF,DtxUrAPbcTfopVzHCtIreEjNNUbyAQMNpgtUpYFQuuuiHbTBaBmwPwbQimugrzSVgswbsclJQIreUKIurcGbyhKobaAqoWHHHEYp,MJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-12 15:33:27,GATES,Material,,sjYvnpUJBkMKdTdJbmiIEByMtIlnaIoiaiplDzAbPbzvnimVfbdVTvBkqeqyMgRQaNeFmQWTJsSKHTzIWUjcelrpWFNDhDpYljGM,ddsVXlzeLFZCIdJhdpWmTVlGagHKKMPynEwcckCEaMcBJpRLwsWPQjqAaBuVyxxWwyqQqzTiUzAeZeOHFCfwIVhXXCOhaMJibQuu,VA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-05-10 14:03:44,GATES,Material,,fMMApOyewgjHuOVerFeFDVuBUSTOxnsuVUCwYDEDGbFZYCCNDqVEfLUMalzlQuNfbhTzwykffbueRBVDLkUxxYMnCIxygADdFHjO,BZnJPMofUNijAUjnKNzDKoHNeiIOTouYmZZgndvVHynHAcbwykePXQUlyiceMWilqFyYTXfxbQFmqmwmKRggXPMhyuDQgXlBpRtE,ZH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-09 03:15:07,GATES,Material,,qcXCiXsKAMfRMUdlepGuUOgtgwzFwzwEIiMnUrJQnnkFFMWeWASpTFfNuKeIdkgbunDEFVvgHexYPGQQKgvGpoKnOHEZYVTRHFzY,GWRwFedOlqJlvrTEJqHezHbIhcgtqkzeevBnRJSsFGqJrzVDxymEqtGVRlYHjjwltOAhUjEhOLQEOAzatKstLyTspzhipNUCBaDg,FN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-06 23:38:47,GATES,Material,,TcVEuGNZDnwqtyHeBOkUrhKhZLaPCzKhBWjybuwyzDOrZohwHhDWWDdbOsBXAmAFnlJVARcDjfSSYnAADUcZzWNbutnlMcrxCohE,ajexyMGGcDnTXxuXuQkKOmAKJyQlXcvgNeKTusAWEeGOpmdkWpMaxTjmNUGFezDRvrAMDamdfzDFbJkfHPejYiRmkfCShYjHCDXA,TJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-05-13 00:11:52,GATES,Material,,SsEpseduRQXHZmjOlNwmEhaPGXISTWzHeuHcCHaBOotWbZLzXtPQMYkzdkducfNIeeZtVJKLxonlgaSbFBwFOjYppxVPsRJbUhNS,afUSNcTquXJUpmbYwvxkDNyiRCXbWdvRsjuCTfcQABzHvQOOYGaQIpxhlWMNIqUESDSomPAGStbwWVrYomArkVSlDGsfyhcbSfiY,UG,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-28 20:08:55,GATES,Material,,qKTlvVAehiNUsXIkWQGnbmderCTuefwOPkbKHESSzQKiuHgTPFLWIoJtKaeYsrFJAusoTSHafqneEVXAKpPzfxqsUcnPYulMCdJq,wVCkxjsTqkbHaDwRnMdjfSaXdUSxLGBwwMtuOMXybQOAtoQyxZJqhQtZIBxlRbJWYZGtuQfvHXqiJWFdsADAhEvwNQNzGhWvfpuM,RN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-12-11 02:10:58,GATES,Material,,yrmdjzYBRogNWGzJtyrQlKFPRcIDhfLLRuohaQMXqwVQhPwrqeVoqSaMYsBPLRWrmGibGRacfEJhQjNxzISghMKbrOFucZqcCnsE,OqLyYVJozvivqASslqqdmKrIZjffihxTIAdIoYRXnpzfVQRrKAQJxRAPGSHGsPMkHllMpnjlNqUdCWtcNzNoxLXkuWYPiXjufPIV,AT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-05-25 07:43:38,GATES,Material,,zgUCVzsmpTaZpTEtZhSDLKSukYBikfqwYRiWQniePEdccmGhgtQLfbLZkIERMrsRvtAsJBIajHWpWmcxFVPSxnRmtAqgSKibUrpq,bwkptdQUWmHkXWevnXboLMPOuXvfZByVabhQMlxjuCfbEVXzPbHfjcHuAdGuPTUVsMqQPAkeRbPWEtOuYoVXmkYjnSqeURBhvuyA,NQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-22 02:18:43,GATES,Material,,CLVQVTzDPBKPDAnnKqbIpzedxjjjtQNgGlEBnSJItCwVaBJdgUMokCvdbjbfkVaUrxUhonDaegCcFIgQIzFPtkBxhLljEMFavzsJ,pinxjHczdcYqoyQHFZbaLjvhjHUjhuuNxghANnwTrSWhVPgiVCEyXsqdEOypeBswsSvdKuAIdFTUVgQwIRFRXHhwyqjvDMWwsmbe,FY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-02 03:36:55,GATES,Material,,iBDfHbnJfYndbFgKhXYEThPLptDeTfNgGLuAEtcyFLcraxivKaLoEqyuKYsDBrMyLzVsWDRPoPQErTVzVHphzKRKLfLkpQEYHYIV,iBhfHWgAQTREfTRaCQICqpryZqxLPOPHDEqrgCpYtOvFlXCNbfsIZgPxiiBOBKzjTLqqtTTPKjUIaeDBrRbduNOMPYDdbTwQKnUC,KX,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-23 09:40:20,GATES,Material,,XiodQzIzsXaUjxAoyCfYSPlnhukFibZmYXDCxoGWWdsNFOcftrixHHgzwGcSyQEDUtkFwjsMEFwmyBXQvVmylBKdTbMtWGikOCLB,LhMemKNIeZdVgjFxeskBVQwyjHpXwcMNiCgfmpcNKuSyVyVIxhrosuioeKQGWTIkOkrVHtmqrzFsVpRZJXULkhntueOFNHMcoMfa,VT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-01 17:39:09,GATES,Material,,rKgsboJqoITcQvumvmwNkpwFXUbKLefklpAxdLnbPmcmBOodRwFULAddwQwKlYPuYhpuZQNoBxWDUDWPisvGHwQpubELXAsKBSwE,BhmsbqwCkQNtGaZrKvUTkOAcLUVuavotpVAKudaOOEcCqDgPDfVbiQABVLCydfonHsFLMjeuSmeHIWuKZUpmTXDShvVKTJnvwDyk,QH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-02 18:26:14,GATES,Material,,nKQpSKxgRsHUKeWUpgNbAAuTFoELJyQAAvfkyqQjTCXJFnNuuOWCjxBvkqubRbNcrTdjTfvvYzRouYNIrwaIfeTuOPxtMRAkZKLU,CpITWPXCSmftUkheQfTBwxeLTcPTghahrFUVXnraLKjyhHeGQzXSeNfORxQMeuvmHzAyAusSFlErdrDkFvtYrdWXKugJrCQMJtKn,VT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-12-02 19:16:38,GATES,Material,,lLZqXhQYzvKvrPEqosuxDscRUzdFSLyxUdgrDlFHlDbxpAGQpOomXYECtRuCfCsyFVDTEtkNOcbeTVsntuYEwEDIzyBduhHyCaZp,ZnpDiliwHnqBnXXjyEUadOHdPzGdSASPkfMmTJnXmBuilzpBNbKRTDPItYPBIAHSgGjqYoCapDXaiqqDXxbrkjANrSXRaVYfnGcV,LE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-22 09:19:39,GATES,Material,,EyQROULgSdxELkHjNPtOdbKrGSeelcLMLeJkAvFzhEAlgxcXyagmAxhnTwgTNmIjuCqmmuGnmRmRWSpzBJokuIAXCRkwNFhpOiig,SwlRNyhUZxYXzomLZFYkiAgbakSZsqPKWmqIbITwQkYVrFrSZTQlIzGWpBiwNGRTOoSitkXdVRQXwxzRBfCLONqGWYaIopVFRygS,PV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2024-12-22 10:16:35,GATES,Material,,VikBMwAzGqwjrGfrizGlCMopgRlKyqIjKKrSRPrIBAnXJTKyjQZlkBlrjORnczStVdWKspCJSSgzFhIwkaDkaBmJHNHFuBvDtfxm,lrxPOjaqfpsaClcJvjetGYTUGvOQBnzZztBZsaBKZmRujGcmKBjbbIDGalIRqMeuyCNxFgXIjfTlBykeqtAcEuytUgicUbhDZZvx,JE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-17 00:57:12,GATES,Material,,PdbBBKnAupPXMjhfXSMvGDyiJKCLzzxlrzqTYZeGzrBGKOFLzODPfqXlqnYMxZkbibAQrMytJuexfBKCsefEEirYvJjmgLkvogiw,zJctOcIXkoaXtIEeveNEnKpmBVcwPHEkdQfsYDnwOBGGQjutChWOuMPyCqBXUrSNAthvSJVxwdRDylfAkUoDvfDQuGBFwtGWsWsl,WQ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-02 05:02:06,GATES,Material,,vEdheKbAMHKESoqZYSRxDhzuYjCKbwCsoiOzqGuhXqwxcToMJfxwgGjUqTOwDQkFKdrEfKSzSQeGUBXrYIilhtrgRGlditoRykSO,tVAjCMwpNJyYTpDSdnrdCPQBIhCGsyYbSTcAmaHRQsmgzqubJWtnYRAAoYTJUaZsXnBIGZOUvGnAMEewLerSungoPscvdzXiddWe,KG,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-21 19:01:03,GATES,Material,,cyLyRRqVuZSxMwauBLNRjcJjdtKEBjxxWhPZEcXqAPfEkWrlOQXGMirwKMUvUaoSWIluIKntfWInVpZWNadGlGStGPdGCSQheXmj,arYHoYQelEiryTGHGGeVjWQVDsFwrlCnoExxXECfuDQqNuCzYvrbGEQloEfaWMOacmcOLmlVibjFqZhqzpHRCvAgcUPbWMHPShfz,UJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-10 09:35:14,GATES,Material,,ecxYVkUtEloIDGgZYjOOkDCdVTJrvBmIESAZbnxJBccRLlaZGyKQKEFFUEFwLMkodYtdOyjvGXsKQkRccFpDkKSCRawqveKzfNyQ,zSsgUmBLJHTAIkHYeDcxBiskNqBURtTcpDVyPBqACyblzYKpVllVzDYekhipxotTfZyywoglFYNtAVhuhtfGNIfDmrFsdlSRMKMP,JM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-05 13:03:05,GATES,Material,,ktqtLShmUYlfoRzzpHnxpQrLJMETYnimyBwKggPjWLsHlPQznQlBPsusDTqNmWBwNVikShShdMotnAInznJsMtfRUjKEgXjPLSPx,NBwVkqgBBfFlVQSEijYENOOSfufEJVXUTQZbiXaFGBVLFdSWKlhrWyWYaFSMOEOvfjgZGJQdvtWAkrGYGeKszWjmZDIancZaKPNY,KS,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-28 14:59:33,GATES,Material,,KfHnIblMMTrYTwwbwOAmhkhawkhcNraNYYyogocrIhxHlFXXYvSrBugLxMrRWAXKeWACPSYnpfYFXtFXjeuTHxWIlMWWryndleor,XBiXjeBNrxGRrpbZrGeEmJoXKYGaNwcxeFXmTLmuKqovGqbJKKjFpTXpNieewDLqjTuvJmtRxTXxCIoUNPhwTLrkQpQZTBNZYlhK,XR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
